1-Wire/iButton Part Number: DS1921G-F5
1-Wire/iButton Registration Number: 080000005699AE21
Is Mission Active?  false
Mission Start:  Sun Jul 18 17:46:00 CEST 2021
Sample Rate:  Every 255 minute(s)
Number of Mission Samples:  2074
Total Samples:  2074
Roll Over Enabled?  false
Roll Over Occurred?  Roll over has occurred
Active Alarms:  None fired
Next Clock Alarm At:  Disabled
High Temperature Alarm:  85 °C
Low Temperature Alarm:  -40 °C

Date/Time,Unit,Value
8/12/21, 12:46:00 PM,C,37
8/12/21, 5:01:00 PM,C,32
8/12/21, 9:16:00 PM,C,15.5
8/13/21, 1:31:00 AM,C,12
8/13/21, 5:46:00 AM,C,11.5
8/13/21, 10:01:00 AM,C,25
8/13/21, 2:16:00 PM,C,33.5
8/13/21, 6:31:00 PM,C,23
8/13/21, 10:46:00 PM,C,13.5
8/14/21, 3:01:00 AM,C,11.5
8/14/21, 7:16:00 AM,C,12.5
8/14/21, 11:31:00 AM,C,32
8/14/21, 3:46:00 PM,C,30.5
8/14/21, 8:01:00 PM,C,17.5
8/15/21, 12:16:00 AM,C,12.5
8/15/21, 4:31:00 AM,C,9.5
8/15/21, 8:46:00 AM,C,18
8/15/21, 1:01:00 PM,C,29
8/15/21, 5:16:00 PM,C,25.5
8/15/21, 9:31:00 PM,C,14.5
8/16/21, 1:46:00 AM,C,13
8/16/21, 6:01:00 AM,C,12.5
8/16/21, 10:16:00 AM,C,16.5
8/16/21, 2:31:00 PM,C,17
8/16/21, 6:46:00 PM,C,14
8/16/21, 11:01:00 PM,C,11.5
8/17/21, 3:16:00 AM,C,8.5
8/17/21, 7:31:00 AM,C,8.5
8/17/21, 11:46:00 AM,C,15.5
8/17/21, 4:01:00 PM,C,14
8/17/21, 8:16:00 PM,C,8.5
8/18/21, 12:31:00 AM,C,5.5
8/18/21, 4:46:00 AM,C,7
8/18/21, 9:01:00 AM,C,11.5
8/18/21, 1:16:00 PM,C,28.5
8/18/21, 5:31:00 PM,C,18.5
8/18/21, 9:46:00 PM,C,10
8/19/21, 2:01:00 AM,C,8.5
8/19/21, 6:16:00 AM,C,7
8/19/21, 10:31:00 AM,C,19
8/19/21, 2:46:00 PM,C,18
8/19/21, 7:01:00 PM,C,13
8/19/21, 11:16:00 PM,C,11
8/20/21, 3:31:00 AM,C,8
8/20/21, 7:46:00 AM,C,11.5
8/20/21, 12:01:00 PM,C,14
8/20/21, 4:16:00 PM,C,15
8/20/21, 8:31:00 PM,C,10.5
8/21/21, 12:46:00 AM,C,10
8/21/21, 5:01:00 AM,C,9.5
8/21/21, 9:16:00 AM,C,11
8/21/21, 1:31:00 PM,C,14
8/21/21, 5:46:00 PM,C,12
8/21/21, 10:01:00 PM,C,10
8/22/21, 2:16:00 AM,C,9.5
8/22/21, 6:31:00 AM,C,8.5
8/22/21, 10:46:00 AM,C,10.5
8/22/21, 3:01:00 PM,C,9.5
8/22/21, 7:16:00 PM,C,7
8/22/21, 11:31:00 PM,C,2.5
8/23/21, 3:46:00 AM,C,5
8/23/21, 8:01:00 AM,C,7
8/23/21, 12:16:00 PM,C,10.5
8/23/21, 4:31:00 PM,C,12
8/23/21, 8:46:00 PM,C,4.5
8/24/21, 1:01:00 AM,C,2
8/24/21, 5:16:00 AM,C,2
8/24/21, 9:31:00 AM,C,9.5
8/24/21, 1:46:00 PM,C,22
8/24/21, 6:01:00 PM,C,11.5
8/24/21, 10:16:00 PM,C,6
8/25/21, 2:31:00 AM,C,4.5
8/25/21, 6:46:00 AM,C,5
8/25/21, 11:01:00 AM,C,26.5
8/25/21, 3:16:00 PM,C,21.5
8/25/21, 7:31:00 PM,C,11.5
8/25/21, 11:46:00 PM,C,8
8/26/21, 4:01:00 AM,C,8
8/26/21, 8:16:00 AM,C,11.5
8/26/21, 12:31:00 PM,C,14
8/26/21, 4:46:00 PM,C,10.5
8/26/21, 9:01:00 PM,C,10
8/27/21, 1:16:00 AM,C,8.5
8/27/21, 5:31:00 AM,C,7.5
8/27/21, 9:46:00 AM,C,9
8/27/21, 2:01:00 PM,C,14
8/27/21, 6:16:00 PM,C,12
8/27/21, 10:31:00 PM,C,5
8/28/21, 2:46:00 AM,C,3
8/28/21, 7:01:00 AM,C,2.5
8/28/21, 11:16:00 AM,C,26.5
8/28/21, 3:31:00 PM,C,21.5
8/28/21, 7:46:00 PM,C,11
8/29/21, 12:01:00 AM,C,5.5
8/29/21, 4:16:00 AM,C,4.5
8/29/21, 8:31:00 AM,C,10
8/29/21, 12:46:00 PM,C,30
8/29/21, 5:01:00 PM,C,20.5
8/29/21, 9:16:00 PM,C,8.5
8/30/21, 1:31:00 AM,C,6.5
8/30/21, 5:46:00 AM,C,8.5
8/30/21, 10:01:00 AM,C,11
8/30/21, 2:16:00 PM,C,16.5
8/30/21, 6:31:00 PM,C,6.5
8/30/21, 10:46:00 PM,C,5
8/31/21, 3:01:00 AM,C,4
8/31/21, 7:16:00 AM,C,4.5
8/31/21, 11:31:00 AM,C,6.5
8/31/21, 3:46:00 PM,C,9
8/31/21, 8:01:00 PM,C,5
9/1/21, 12:16:00 AM,C,0
9/1/21, 4:31:00 AM,C,-1
9/1/21, 8:46:00 AM,C,5
9/1/21, 1:01:00 PM,C,17
9/1/21, 5:16:00 PM,C,16.5
9/1/21, 9:31:00 PM,C,4
9/2/21, 1:46:00 AM,C,2
9/2/21, 6:01:00 AM,C,2
9/2/21, 10:16:00 AM,C,14.5
9/2/21, 2:31:00 PM,C,19.5
9/2/21, 6:46:00 PM,C,13.5
9/2/21, 11:01:00 PM,C,5.5
9/3/21, 3:16:00 AM,C,4
9/3/21, 7:31:00 AM,C,5
9/3/21, 11:46:00 AM,C,25
9/3/21, 4:01:00 PM,C,19
9/3/21, 8:16:00 PM,C,11
9/4/21, 12:31:00 AM,C,5
9/4/21, 4:46:00 AM,C,4
9/4/21, 9:01:00 AM,C,15
9/4/21, 1:16:00 PM,C,19
9/4/21, 5:31:00 PM,C,14.5
9/4/21, 9:46:00 PM,C,11.5
9/5/21, 2:01:00 AM,C,11.5
9/5/21, 6:16:00 AM,C,11
9/5/21, 10:31:00 AM,C,13.5
9/5/21, 2:46:00 PM,C,20
9/5/21, 7:01:00 PM,C,11.5
9/5/21, 11:16:00 PM,C,10
9/6/21, 3:31:00 AM,C,9
9/6/21, 7:46:00 AM,C,10.5
9/6/21, 12:01:00 PM,C,28
9/6/21, 4:16:00 PM,C,17
9/6/21, 8:31:00 PM,C,8.5
9/7/21, 12:46:00 AM,C,5
9/7/21, 5:01:00 AM,C,4.5
9/7/21, 9:16:00 AM,C,15
9/7/21, 1:31:00 PM,C,29.5
9/7/21, 5:46:00 PM,C,15.5
9/7/21, 10:01:00 PM,C,10
9/8/21, 2:16:00 AM,C,13
9/8/21, 6:31:00 AM,C,10
9/8/21, 10:46:00 AM,C,20.5
9/8/21, 3:01:00 PM,C,17.5
9/8/21, 7:16:00 PM,C,13
9/8/21, 11:31:00 PM,C,8.5
9/9/21, 3:46:00 AM,C,8
9/9/21, 8:01:00 AM,C,10
9/9/21, 12:16:00 PM,C,33
9/9/21, 4:31:00 PM,C,21.5
9/9/21, 8:46:00 PM,C,10
9/10/21, 1:01:00 AM,C,7.5
9/10/21, 5:16:00 AM,C,6
9/10/21, 9:31:00 AM,C,15
9/10/21, 1:46:00 PM,C,14.5
9/10/21, 6:01:00 PM,C,13.5
9/10/21, 10:16:00 PM,C,10
9/11/21, 2:31:00 AM,C,9.5
9/11/21, 6:46:00 AM,C,9
9/11/21, 11:01:00 AM,C,14.5
9/11/21, 3:16:00 PM,C,13
9/11/21, 7:31:00 PM,C,11
9/11/21, 11:46:00 PM,C,9.5
9/12/21, 4:01:00 AM,C,10
9/12/21, 8:16:00 AM,C,11
9/12/21, 12:31:00 PM,C,12
9/12/21, 4:46:00 PM,C,12
9/12/21, 9:01:00 PM,C,7
9/13/21, 1:16:00 AM,C,2
9/13/21, 5:31:00 AM,C,2
9/13/21, 9:46:00 AM,C,10
9/13/21, 2:01:00 PM,C,14.5
9/13/21, 6:16:00 PM,C,9
9/13/21, 10:31:00 PM,C,4
9/14/21, 2:46:00 AM,C,3
9/14/21, 7:01:00 AM,C,3.5
9/14/21, 11:16:00 AM,C,12.5
9/14/21, 3:31:00 PM,C,8.5
9/14/21, 7:46:00 PM,C,8.5
9/15/21, 12:01:00 AM,C,8
9/15/21, 4:16:00 AM,C,3
9/15/21, 8:31:00 AM,C,5.5
9/15/21, 12:46:00 PM,C,16
9/15/21, 5:01:00 PM,C,8.5
9/15/21, 9:16:00 PM,C,1.5
9/16/21, 1:31:00 AM,C,-1
9/16/21, 5:46:00 AM,C,-2
9/16/21, 10:01:00 AM,C,7
9/16/21, 2:16:00 PM,C,17
9/16/21, 6:31:00 PM,C,8.5
9/16/21, 10:46:00 PM,C,5.5
9/17/21, 3:01:00 AM,C,9
9/17/21, 7:16:00 AM,C,5
9/17/21, 11:31:00 AM,C,6.5
9/17/21, 3:46:00 PM,C,8.5
9/17/21, 8:01:00 PM,C,11.5
9/18/21, 12:16:00 AM,C,7.5
9/18/21, 4:31:00 AM,C,7.5
9/18/21, 8:46:00 AM,C,6.5
9/18/21, 1:01:00 PM,C,8.5
9/18/21, 5:16:00 PM,C,9.5
9/18/21, 9:31:00 PM,C,5.5
9/19/21, 1:46:00 AM,C,5
9/19/21, 6:01:00 AM,C,4
9/19/21, 10:16:00 AM,C,6.5
9/19/21, 2:31:00 PM,C,6.5
9/19/21, 6:46:00 PM,C,6.5
9/19/21, 11:01:00 PM,C,5.5
9/20/21, 3:16:00 AM,C,5.5
9/20/21, 7:31:00 AM,C,5
9/20/21, 11:46:00 AM,C,13
9/20/21, 4:01:00 PM,C,11.5
9/20/21, 8:16:00 PM,C,4
9/21/21, 12:31:00 AM,C,2.5
9/21/21, 4:46:00 AM,C,1
9/21/21, 9:01:00 AM,C,9
9/21/21, 1:16:00 PM,C,29.5
9/21/21, 5:31:00 PM,C,12
9/21/21, 9:46:00 PM,C,8.5
9/22/21, 2:01:00 AM,C,6.5
9/22/21, 6:16:00 AM,C,7.5
9/22/21, 10:31:00 AM,C,11.5
9/22/21, 2:46:00 PM,C,11
