1-Wire/iButton Part Number: DS1921G-F5
1-Wire/iButton Registration Number: CB0000005699CE21
Is Mission Active?  false
Mission Start:  Sun Jul 18 17:47:00 CEST 2021
Sample Rate:  Every 255 minute(s)
Number of Mission Samples:  2074
Total Samples:  2074
Roll Over Enabled?  false
Roll Over Occurred?  Roll over has occurred
Active Alarms:  None fired
Next Clock Alarm At:  Disabled
High Temperature Alarm:  85 °C
Low Temperature Alarm:  -40 °C

Date/Time,Unit,Value
9/1/21, 5:17:00 PM,C,16.5
9/1/21, 9:32:00 PM,C,5
9/2/21, 1:47:00 AM,C,3.5
9/2/21, 6:02:00 AM,C,3.5
9/2/21, 10:17:00 AM,C,17
9/2/21, 2:32:00 PM,C,19.5
9/2/21, 6:47:00 PM,C,14
9/2/21, 11:02:00 PM,C,7
9/3/21, 3:17:00 AM,C,5.5
9/3/21, 7:32:00 AM,C,6
9/3/21, 11:47:00 AM,C,23.5
9/3/21, 4:02:00 PM,C,19
9/3/21, 8:17:00 PM,C,11.5
9/4/21, 12:32:00 AM,C,7
9/4/21, 4:47:00 AM,C,5
9/4/21, 9:02:00 AM,C,15.5
9/4/21, 1:17:00 PM,C,19
9/4/21, 5:32:00 PM,C,14.5
9/4/21, 9:47:00 PM,C,11.5
9/5/21, 2:02:00 AM,C,12
9/5/21, 6:17:00 AM,C,11.5
9/5/21, 10:32:00 AM,C,13.5
9/5/21, 2:47:00 PM,C,19.5
9/5/21, 7:02:00 PM,C,12
9/5/21, 11:17:00 PM,C,10.5
9/6/21, 3:32:00 AM,C,9.5
9/6/21, 7:47:00 AM,C,10.5
9/6/21, 12:02:00 PM,C,25.5
9/6/21, 4:17:00 PM,C,17
9/6/21, 8:32:00 PM,C,9
9/7/21, 12:47:00 AM,C,6
9/7/21, 5:02:00 AM,C,6
9/7/21, 9:17:00 AM,C,15.5
9/7/21, 1:32:00 PM,C,27
9/7/21, 5:47:00 PM,C,16
9/7/21, 10:02:00 PM,C,11.5
9/8/21, 2:17:00 AM,C,14
9/8/21, 6:32:00 AM,C,10.5
9/8/21, 10:47:00 AM,C,21
9/8/21, 3:02:00 PM,C,18
9/8/21, 7:17:00 PM,C,13.5
9/8/21, 11:32:00 PM,C,9.5
9/9/21, 3:47:00 AM,C,9
9/9/21, 8:02:00 AM,C,10.5
9/9/21, 12:17:00 PM,C,29
9/9/21, 4:32:00 PM,C,22
9/9/21, 8:47:00 PM,C,11
9/10/21, 1:02:00 AM,C,9
9/10/21, 5:17:00 AM,C,7.5
9/10/21, 9:32:00 AM,C,16
9/10/21, 1:47:00 PM,C,15
9/10/21, 6:02:00 PM,C,13.5
9/10/21, 10:17:00 PM,C,10
9/11/21, 2:32:00 AM,C,9.5
9/11/21, 6:47:00 AM,C,9.5
9/11/21, 11:02:00 AM,C,15
9/11/21, 3:17:00 PM,C,13.5
9/11/21, 7:32:00 PM,C,11
9/11/21, 11:47:00 PM,C,10
9/12/21, 4:02:00 AM,C,10
9/12/21, 8:17:00 AM,C,11
9/12/21, 12:32:00 PM,C,12.5
9/12/21, 4:47:00 PM,C,12
9/12/21, 9:02:00 PM,C,7.5
9/13/21, 1:17:00 AM,C,3.5
9/13/21, 5:32:00 AM,C,3
9/13/21, 9:47:00 AM,C,10
9/13/21, 2:02:00 PM,C,15
9/13/21, 6:17:00 PM,C,9.5
9/13/21, 10:32:00 PM,C,5
9/14/21, 2:47:00 AM,C,4
9/14/21, 7:02:00 AM,C,4.5
9/14/21, 11:17:00 AM,C,12.5
9/14/21, 3:32:00 PM,C,9
9/14/21, 7:47:00 PM,C,9
9/15/21, 12:02:00 AM,C,8
9/15/21, 4:17:00 AM,C,4
9/15/21, 8:32:00 AM,C,6
9/15/21, 12:47:00 PM,C,11.5
9/15/21, 5:02:00 PM,C,8.5
9/15/21, 9:17:00 PM,C,2.5
9/16/21, 1:32:00 AM,C,0
9/16/21, 5:47:00 AM,C,-1
9/16/21, 10:02:00 AM,C,7.5
9/16/21, 2:17:00 PM,C,16
9/16/21, 6:32:00 PM,C,8.5
9/16/21, 10:47:00 PM,C,6.5
9/17/21, 3:02:00 AM,C,9.5
9/17/21, 7:17:00 AM,C,5.5
9/17/21, 11:32:00 AM,C,6.5
9/17/21, 3:47:00 PM,C,9
9/17/21, 8:02:00 PM,C,11.5
9/18/21, 12:17:00 AM,C,8
9/18/21, 4:32:00 AM,C,7.5
9/18/21, 8:47:00 AM,C,6.5
9/18/21, 1:02:00 PM,C,8.5
9/18/21, 5:17:00 PM,C,9.5
9/18/21, 9:32:00 PM,C,6
9/19/21, 1:47:00 AM,C,5.5
9/19/21, 6:02:00 AM,C,4
9/19/21, 10:17:00 AM,C,6.5
