1-Wire/iButton Part Number: DS1921G-F5
1-Wire/iButton Registration Number: DD0000004EB0B621
Is Mission Active?  false
Mission Start:  Mon Jul 27 23:46:00 PDT 2020
Sample Rate:  Every 255 minute(s)
Number of Mission Samples:  2049
Total Samples:  3973
Roll Over Enabled?  false
Roll Over Occurred?  Roll over has occurred
Active Alarms:  None fired
Next Clock Alarm At:  Disabled
High Temperature Alarm:  85 °C
Low Temperature Alarm:  -40 °C

Date/Time,Unit,Value
8/23/20 4:46:00 AM,C,8.5
8/23/20 9:01:00 AM,C,7.5
8/23/20 1:16:00 PM,C,10.5
8/23/20 5:31:00 PM,C,16.5
8/23/20 9:46:00 PM,C,12
8/24/20 2:01:00 AM,C,10
8/24/20 6:16:00 AM,C,9
8/24/20 10:31:00 AM,C,10
8/24/20 2:46:00 PM,C,13.5
8/24/20 7:01:00 PM,C,15
8/24/20 11:16:00 PM,C,11
8/25/20 3:31:00 AM,C,9
8/25/20 7:46:00 AM,C,8
8/25/20 12:01:00 PM,C,9
8/25/20 4:16:00 PM,C,16.5
8/25/20 8:31:00 PM,C,13.5
8/26/20 12:46:00 AM,C,10.5
8/26/20 5:01:00 AM,C,9
8/26/20 9:16:00 AM,C,8
8/26/20 1:31:00 PM,C,11
8/26/20 5:46:00 PM,C,17
8/26/20 10:01:00 PM,C,12
8/27/20 2:16:00 AM,C,9.5
8/27/20 6:31:00 AM,C,8
8/27/20 10:46:00 AM,C,8
8/27/20 3:01:00 PM,C,14.5
8/27/20 7:16:00 PM,C,15.5
8/27/20 11:31:00 PM,C,11
8/28/20 3:46:00 AM,C,9.5
8/28/20 8:01:00 AM,C,8.5
8/28/20 12:16:00 PM,C,9
8/28/20 4:31:00 PM,C,17.5
8/28/20 8:46:00 PM,C,14
8/29/20 1:01:00 AM,C,10.5
8/29/20 5:16:00 AM,C,9.5
8/29/20 9:31:00 AM,C,10
8/29/20 1:46:00 PM,C,12
8/29/20 6:01:00 PM,C,15
8/29/20 10:16:00 PM,C,10.5
8/30/20 2:31:00 AM,C,8.5
8/30/20 6:46:00 AM,C,7
8/30/20 11:01:00 AM,C,7
8/30/20 3:16:00 PM,C,11.5
8/30/20 7:31:00 PM,C,9.5
8/30/20 11:46:00 PM,C,8.5
8/31/20 4:01:00 AM,C,8
8/31/20 8:16:00 AM,C,8
8/31/20 12:31:00 PM,C,9.5
8/31/20 4:46:00 PM,C,11
8/31/20 9:01:00 PM,C,9.5
9/1/20 1:16:00 AM,C,9
9/1/20 5:31:00 AM,C,8.5
9/1/20 9:46:00 AM,C,9.5
9/1/20 2:01:00 PM,C,12
9/1/20 6:16:00 PM,C,15.5
9/1/20 10:31:00 PM,C,12
9/2/20 2:46:00 AM,C,10.5
9/2/20 7:01:00 AM,C,10
9/2/20 11:16:00 AM,C,12
9/2/20 3:31:00 PM,C,15
9/2/20 7:46:00 PM,C,14
9/3/20 12:01:00 AM,C,11
9/3/20 4:16:00 AM,C,9.5
9/3/20 8:31:00 AM,C,8.5
9/3/20 12:46:00 PM,C,10
9/3/20 5:01:00 PM,C,18.5
9/3/20 9:16:00 PM,C,14
9/4/20 1:31:00 AM,C,11.5
9/4/20 5:46:00 AM,C,10
9/4/20 10:01:00 AM,C,9.5
9/4/20 2:16:00 PM,C,14
9/4/20 6:31:00 PM,C,17
9/4/20 10:46:00 PM,C,13
9/5/20 3:01:00 AM,C,11
9/5/20 7:16:00 AM,C,10
9/5/20 11:31:00 AM,C,11
9/5/20 3:46:00 PM,C,17
9/5/20 8:01:00 PM,C,15
9/6/20 12:16:00 AM,C,12
9/6/20 4:31:00 AM,C,11
9/6/20 8:46:00 AM,C,10
9/6/20 1:01:00 PM,C,11.5
9/6/20 5:16:00 PM,C,17.5
9/6/20 9:31:00 PM,C,13.5
9/7/20 1:46:00 AM,C,11.5
9/7/20 6:01:00 AM,C,10
9/7/20 10:16:00 AM,C,9.5
9/7/20 2:31:00 PM,C,14
9/7/20 6:46:00 PM,C,16
9/7/20 11:01:00 PM,C,11.5
9/8/20 3:16:00 AM,C,9.5
9/8/20 7:31:00 AM,C,8.5
9/8/20 11:46:00 AM,C,8.5
9/8/20 4:01:00 PM,C,15.5
9/8/20 8:16:00 PM,C,13
9/9/20 12:31:00 AM,C,10.5
9/9/20 4:46:00 AM,C,9.5
9/9/20 9:01:00 AM,C,9
9/9/20 1:16:00 PM,C,11.5
9/9/20 5:31:00 PM,C,18
9/9/20 9:46:00 PM,C,13
9/10/20 2:01:00 AM,C,11.5
9/10/20 6:16:00 AM,C,10
9/10/20 10:31:00 AM,C,10
9/10/20 2:46:00 PM,C,15.5
9/10/20 7:01:00 PM,C,16.5
9/10/20 11:16:00 PM,C,12.5
9/11/20 3:31:00 AM,C,11
9/11/20 7:46:00 AM,C,10
9/11/20 12:01:00 PM,C,10.5
9/11/20 4:16:00 PM,C,17.5
9/11/20 8:31:00 PM,C,14
9/12/20 12:46:00 AM,C,11.5
9/12/20 5:01:00 AM,C,10
9/12/20 9:16:00 AM,C,9.5
9/12/20 1:31:00 PM,C,13
9/12/20 5:46:00 PM,C,13.5
9/12/20 10:01:00 PM,C,10.5
9/13/20 2:16:00 AM,C,9.5
9/13/20 6:31:00 AM,C,8.5
9/13/20 10:46:00 AM,C,9.5
9/13/20 3:01:00 PM,C,13.5
9/13/20 7:16:00 PM,C,12
9/13/20 11:31:00 PM,C,9.5
9/14/20 3:46:00 AM,C,8.5
9/14/20 8:01:00 AM,C,8
9/14/20 12:16:00 PM,C,10
9/14/20 4:31:00 PM,C,11.5
9/14/20 8:46:00 PM,C,10
9/15/20 1:01:00 AM,C,9.5
9/15/20 5:16:00 AM,C,9.5
9/15/20 9:31:00 AM,C,10
9/15/20 1:46:00 PM,C,14
9/15/20 6:01:00 PM,C,15
9/15/20 10:16:00 PM,C,12.5
9/16/20 2:31:00 AM,C,11.5
9/16/20 6:46:00 AM,C,10.5
9/16/20 11:01:00 AM,C,11
9/16/20 3:16:00 PM,C,15.5
9/16/20 7:31:00 PM,C,14
9/16/20 11:46:00 PM,C,11.5
9/17/20 4:01:00 AM,C,10
9/17/20 8:16:00 AM,C,9.5
9/17/20 12:31:00 PM,C,12
9/17/20 4:46:00 PM,C,16.5
9/17/20 9:01:00 PM,C,13
9/18/20 1:16:00 AM,C,11
9/18/20 5:31:00 AM,C,10
9/18/20 9:46:00 AM,C,10.5
9/18/20 2:01:00 PM,C,12.5
9/18/20 6:16:00 PM,C,10.5
9/18/20 10:31:00 PM,C,10
9/19/20 2:46:00 AM,C,9.5
9/19/20 7:01:00 AM,C,9.5
9/19/20 11:16:00 AM,C,10
9/19/20 3:31:00 PM,C,10
9/19/20 7:46:00 PM,C,9.5
9/20/20 12:01:00 AM,C,9
9/20/20 4:16:00 AM,C,8.5
9/20/20 8:31:00 AM,C,8
9/20/20 12:46:00 PM,C,10.5
9/20/20 5:01:00 PM,C,11.5
9/20/20 9:16:00 PM,C,9
9/21/20 1:31:00 AM,C,7.5
9/21/20 5:46:00 AM,C,6.5
9/21/20 10:01:00 AM,C,7.5
9/21/20 2:16:00 PM,C,11.5
9/21/20 6:31:00 PM,C,12
9/21/20 10:46:00 PM,C,9.5
9/22/20 3:01:00 AM,C,9
9/22/20 7:16:00 AM,C,9
9/22/20 11:31:00 AM,C,10
9/22/20 3:46:00 PM,C,13
9/22/20 8:01:00 PM,C,11
9/23/20 12:16:00 AM,C,9
9/23/20 4:31:00 AM,C,8.5
9/23/20 8:46:00 AM,C,7
9/23/20 1:01:00 PM,C,8.5
9/23/20 5:16:00 PM,C,8.5
9/23/20 9:31:00 PM,C,8
9/24/20 1:46:00 AM,C,7.5
9/24/20 6:01:00 AM,C,7.5
9/24/20 10:16:00 AM,C,7.5
9/24/20 2:31:00 PM,C,7.5
9/24/20 6:46:00 PM,C,8
9/24/20 11:01:00 PM,C,7.5
9/25/20 3:16:00 AM,C,6.5
9/25/20 7:31:00 AM,C,5.5
9/25/20 11:46:00 AM,C,6.5
9/25/20 4:01:00 PM,C,7
9/25/20 8:16:00 PM,C,6.5
9/26/20 12:31:00 AM,C,6
9/26/20 4:46:00 AM,C,6
9/26/20 9:01:00 AM,C,6
9/26/20 1:16:00 PM,C,5.5
9/26/20 5:31:00 PM,C,6
9/26/20 9:46:00 PM,C,6
9/27/20 2:01:00 AM,C,5.5
9/27/20 6:16:00 AM,C,5
9/27/20 10:31:00 AM,C,6
9/27/20 2:46:00 PM,C,9
9/27/20 7:01:00 PM,C,9
9/27/20 11:16:00 PM,C,6.5
9/28/20 3:31:00 AM,C,5.5
9/28/20 7:46:00 AM,C,5.5
9/28/20 12:01:00 PM,C,6.5
9/28/20 4:16:00 PM,C,13.5
9/28/20 8:31:00 PM,C,11
9/29/20 12:46:00 AM,C,9
9/29/20 5:01:00 AM,C,8
9/29/20 9:16:00 AM,C,7.5
9/29/20 1:31:00 PM,C,9.5
9/29/20 5:46:00 PM,C,15
9/29/20 10:01:00 PM,C,10.5
9/30/20 2:16:00 AM,C,9
9/30/20 6:31:00 AM,C,8
9/30/20 10:46:00 AM,C,8.5
9/30/20 3:01:00 PM,C,13.5
9/30/20 7:16:00 PM,C,13
9/30/20 11:31:00 PM,C,10
10/1/20 3:46:00 AM,C,9
10/1/20 8:01:00 AM,C,8.5
10/1/20 12:16:00 PM,C,10.5
10/1/20 4:31:00 PM,C,14
10/1/20 8:46:00 PM,C,11.5
10/2/20 1:01:00 AM,C,9.5
10/2/20 5:16:00 AM,C,9
10/2/20 9:31:00 AM,C,8.5
10/2/20 1:46:00 PM,C,11
10/2/20 6:01:00 PM,C,14.5
10/2/20 10:16:00 PM,C,10.5
10/3/20 2:31:00 AM,C,9.5
10/3/20 6:46:00 AM,C,8.5
10/3/20 11:01:00 AM,C,8.5
10/3/20 3:16:00 PM,C,13.5
10/3/20 7:31:00 PM,C,12.5
10/3/20 11:46:00 PM,C,9.5
10/4/20 4:01:00 AM,C,8
10/4/20 8:16:00 AM,C,7
10/4/20 12:31:00 PM,C,9.5
10/4/20 4:46:00 PM,C,13.5
10/4/20 9:01:00 PM,C,11
10/5/20 1:16:00 AM,C,9.5
10/5/20 5:31:00 AM,C,9
10/5/20 9:46:00 AM,C,8
10/5/20 2:01:00 PM,C,10.5
10/5/20 6:16:00 PM,C,13.5
10/5/20 10:31:00 PM,C,10.5
10/6/20 2:46:00 AM,C,9.5
10/6/20 7:01:00 AM,C,8.5
10/6/20 11:16:00 AM,C,8.5
10/6/20 3:31:00 PM,C,13.5
10/6/20 7:46:00 PM,C,12
10/7/20 12:01:00 AM,C,10
10/7/20 4:16:00 AM,C,9
10/7/20 8:31:00 AM,C,8.5
10/7/20 12:46:00 PM,C,9.5
10/7/20 5:01:00 PM,C,14
10/7/20 9:16:00 PM,C,11
10/8/20 1:31:00 AM,C,10
10/8/20 5:46:00 AM,C,10
10/8/20 10:01:00 AM,C,10
10/8/20 2:16:00 PM,C,11
10/8/20 6:31:00 PM,C,10
10/8/20 10:46:00 PM,C,9
10/9/20 3:01:00 AM,C,8.5
10/9/20 7:16:00 AM,C,8.5
10/9/20 11:31:00 AM,C,9
10/9/20 3:46:00 PM,C,9.5
10/9/20 8:01:00 PM,C,8.5
10/10/20 12:16:00 AM,C,8
10/10/20 4:31:00 AM,C,7.5
10/10/20 8:46:00 AM,C,7
10/10/20 1:01:00 PM,C,6.5
10/10/20 5:16:00 PM,C,6
10/10/20 9:31:00 PM,C,6
10/11/20 1:46:00 AM,C,5
10/11/20 6:01:00 AM,C,5
10/11/20 10:16:00 AM,C,4.5
10/11/20 2:31:00 PM,C,4.5
10/11/20 6:46:00 PM,C,4
10/11/20 11:01:00 PM,C,4
10/12/20 3:16:00 AM,C,4.5
10/12/20 7:31:00 AM,C,4.5
10/12/20 11:46:00 AM,C,5
10/12/20 4:01:00 PM,C,6
10/12/20 8:16:00 PM,C,5
10/13/20 12:31:00 AM,C,4.5
10/13/20 4:46:00 AM,C,4
10/13/20 9:01:00 AM,C,4
10/13/20 1:16:00 PM,C,3.5
10/13/20 5:31:00 PM,C,3
10/13/20 9:46:00 PM,C,3.5
10/14/20 2:01:00 AM,C,3.5
10/14/20 6:16:00 AM,C,3.5
10/14/20 10:31:00 AM,C,4
10/14/20 2:46:00 PM,C,6
10/14/20 7:01:00 PM,C,4.5
10/14/20 11:16:00 PM,C,4
10/15/20 3:31:00 AM,C,3.5
10/15/20 7:46:00 AM,C,3
10/15/20 12:01:00 PM,C,3.5
10/15/20 4:16:00 PM,C,5.5
10/15/20 8:31:00 PM,C,4.5
10/16/20 12:46:00 AM,C,4
10/16/20 5:01:00 AM,C,4
10/16/20 9:16:00 AM,C,4.5
10/16/20 1:31:00 PM,C,6
10/16/20 5:46:00 PM,C,6
10/16/20 10:01:00 PM,C,6
10/17/20 2:16:00 AM,C,5.5
10/17/20 6:31:00 AM,C,5
10/17/20 10:46:00 AM,C,5
10/17/20 3:01:00 PM,C,7.5
10/17/20 7:16:00 PM,C,6
10/17/20 11:31:00 PM,C,4.5
10/18/20 3:46:00 AM,C,4
10/18/20 8:01:00 AM,C,3
10/18/20 12:16:00 PM,C,4.5
10/18/20 4:31:00 PM,C,5
10/18/20 8:46:00 PM,C,5
10/19/20 1:01:00 AM,C,5
10/19/20 5:16:00 AM,C,4.5
10/19/20 9:31:00 AM,C,4.5
10/19/20 1:46:00 PM,C,5
10/19/20 6:01:00 PM,C,4
10/19/20 10:16:00 PM,C,4
10/20/20 2:31:00 AM,C,3.5
10/20/20 6:46:00 AM,C,3.5
10/20/20 11:01:00 AM,C,4
10/20/20 3:16:00 PM,C,6.5
10/20/20 7:31:00 PM,C,5
10/20/20 11:46:00 PM,C,3.5
10/21/20 4:01:00 AM,C,3
10/21/20 8:16:00 AM,C,3
10/21/20 12:31:00 PM,C,3
10/21/20 4:46:00 PM,C,2.5
10/21/20 9:01:00 PM,C,2.5
10/22/20 1:16:00 AM,C,2.5
10/22/20 5:31:00 AM,C,2.5
10/22/20 9:46:00 AM,C,2
10/22/20 2:01:00 PM,C,2
10/22/20 6:16:00 PM,C,2
