1-Wire/iButton Part Number: DS1921G-F5
1-Wire/iButton Registration Number: 7500000056935821
Is Mission Active?  false
Mission Start:  Sun Jul 18 17:45:00 CEST 2021
Sample Rate:  Every 255 minute(s)
Number of Mission Samples:  2074
Total Samples:  2076
Roll Over Enabled?  false
Roll Over Occurred?  Roll over has occurred
Active Alarms:  None fired
Next Clock Alarm At:  Disabled
High Temperature Alarm:  85 °C
Low Temperature Alarm:  -40 °C

Date/Time,Unit,Value
8/12/21, 12:45:00 PM,C,20
8/12/21, 5:00:00 PM,C,19.5
8/12/21, 9:15:00 PM,C,17
8/13/21, 1:30:00 AM,C,15
8/13/21, 5:45:00 AM,C,14
8/13/21, 10:00:00 AM,C,16
8/13/21, 2:15:00 PM,C,20.5
8/13/21, 6:30:00 PM,C,19.5
8/13/21, 10:45:00 PM,C,16.5
8/14/21, 3:00:00 AM,C,15
8/14/21, 7:15:00 AM,C,14
8/14/21, 11:30:00 AM,C,18
8/14/21, 3:45:00 PM,C,20.5
8/14/21, 8:00:00 PM,C,18.5
8/15/21, 12:15:00 AM,C,16
8/15/21, 4:30:00 AM,C,14.5
8/15/21, 8:45:00 AM,C,14.5
8/15/21, 1:00:00 PM,C,20.5
8/15/21, 5:15:00 PM,C,19.5
8/15/21, 9:30:00 PM,C,16.5
8/16/21, 1:45:00 AM,C,15.5
8/16/21, 6:00:00 AM,C,15
8/16/21, 10:15:00 AM,C,15.5
8/16/21, 2:30:00 PM,C,16.5
8/16/21, 6:45:00 PM,C,16
8/16/21, 11:00:00 PM,C,15
8/17/21, 3:15:00 AM,C,14
8/17/21, 7:30:00 AM,C,13.5
8/17/21, 11:45:00 AM,C,14.5
8/17/21, 4:00:00 PM,C,15.5
8/17/21, 8:15:00 PM,C,14
8/18/21, 12:30:00 AM,C,12.5
8/18/21, 4:45:00 AM,C,12
8/18/21, 9:00:00 AM,C,12
8/18/21, 1:15:00 PM,C,17.5
8/18/21, 5:30:00 PM,C,16.5
8/18/21, 9:45:00 PM,C,14
8/19/21, 2:00:00 AM,C,13.5
8/19/21, 6:15:00 AM,C,12
8/19/21, 10:30:00 AM,C,14
8/19/21, 2:45:00 PM,C,16
8/19/21, 7:00:00 PM,C,15
8/19/21, 11:15:00 PM,C,13.5
8/20/21, 3:30:00 AM,C,12.5
8/20/21, 7:45:00 AM,C,12.5
8/20/21, 12:00:00 PM,C,14
8/20/21, 4:15:00 PM,C,14
8/20/21, 8:30:00 PM,C,13.5
8/21/21, 12:45:00 AM,C,13
8/21/21, 5:00:00 AM,C,12.5
8/21/21, 9:15:00 AM,C,12.5
8/21/21, 1:30:00 PM,C,14
8/21/21, 5:45:00 PM,C,14
8/21/21, 10:00:00 PM,C,13
8/22/21, 2:15:00 AM,C,12.5
8/22/21, 6:30:00 AM,C,12
8/22/21, 10:45:00 AM,C,13
8/22/21, 3:00:00 PM,C,14.5
8/22/21, 7:15:00 PM,C,13
8/22/21, 11:30:00 PM,C,10.5
8/23/21, 3:45:00 AM,C,10.5
8/23/21, 8:00:00 AM,C,10.5
8/23/21, 12:15:00 PM,C,11.5
8/23/21, 4:30:00 PM,C,13
8/23/21, 8:45:00 PM,C,11
8/24/21, 1:00:00 AM,C,9
8/24/21, 5:15:00 AM,C,8
8/24/21, 9:30:00 AM,C,9.5
8/24/21, 1:45:00 PM,C,15
8/24/21, 6:00:00 PM,C,13.5
8/24/21, 10:15:00 PM,C,11
